session_id,arrival_time,departure_time,battery_capacity_kwh,soc_start,soc_target,energy_needed_kwh,charger_power_kw
S0580,2023-01-22 11:00:00,2023-01-23 10:00:00,75,0.163,0.775,45.862,7.4
S0581,2023-01-22 19:00:00,2023-01-23 08:00:00,60,0.375,0.555,10.763,3.7
S0582,2023-01-22 18:00:00,2023-01-23 10:00:00,40,0.518,0.829,12.442,11.0
S0583,2023-01-22 21:00:00,2023-01-23 10:00:00,40,0.347,0.656,12.365,3.7
S0584,2023-01-22 11:00:00,2023-01-23 10:00:00,82,0.472,0.731,21.255,11.0
S0585,2023-01-22 18:00:00,2023-01-23 10:00:00,50,0.427,0.581,7.713,11.0
S0586,2023-01-22 17:00:00,2023-01-23 09:00:00,50,0.406,0.737,16.529,3.7
S0587,2023-01-22 15:00:00,2023-01-23 07:00:00,75,0.298,0.756,34.345,3.7
S0588,2023-01-22 15:00:00,2023-01-23 11:00:00,75,0.616,0.934,23.859,11.0
S0589,2023-01-22 18:00:00,2023-01-23 07:00:00,50,0.43,0.777,17.355,3.7
S0590,2023-01-22 16:00:00,2023-01-23 13:00:00,40,0.293,0.697,16.138,3.7
S0591,2023-01-22 18:00:00,2023-01-23 09:00:00,60,0.535,0.849,18.798,7.4
S0592,2023-01-22 16:00:00,2023-01-23 09:00:00,60,0.547,0.726,10.71,11.0
S0593,2023-01-22 10:00:00,2023-01-23 10:00:00,75,0.554,0.795,18.042,3.7
S0594,2023-01-22 17:00:00,2023-01-23 07:00:00,82,0.377,0.838,37.776,7.4
S0595,2023-01-22 17:00:00,2023-01-23 10:00:00,50,0.642,0.814,8.59,3.7
S0596,2023-01-22 15:00:00,2023-01-23 09:00:00,50,0.409,0.728,15.959,7.4
S0597,2023-01-22 19:00:00,2023-01-23 09:00:00,60,0.17,0.676,30.337,11.0
S0598,2023-01-22 14:00:00,2023-01-23 07:00:00,60,0.611,0.922,18.656,11.0
S0599,2023-01-22 16:00:00,2023-01-23 05:00:00,50,0.288,0.922,31.704,11.0
S0600,2023-01-22 15:00:00,2023-01-23 11:00:00,60,0.335,0.846,30.679,11.0
S0601,2023-01-22 19:00:00,2023-01-23 10:00:00,82,0.315,0.852,44.0,7.4
S0602,2023-01-23 17:00:00,2023-01-24 05:00:00,82,0.551,0.712,13.144,7.4
S0603,2023-01-23 19:00:00,2023-01-24 06:00:00,82,0.586,0.798,17.369,11.0
S0604,2023-01-23 18:00:00,2023-01-24 09:00:00,50,0.438,0.875,21.827,11.0
S0605,2023-01-23 17:00:00,2023-01-24 07:00:00,50,0.615,0.913,14.886,7.4
S0606,2023-01-23 20:00:00,2023-01-24 06:00:00,50,0.414,0.772,17.926,11.0
S0607,2023-01-23 18:00:00,2023-01-24 06:00:00,75,0.643,0.94,22.292,11.0
S0608,2023-01-23 18:00:00,2023-01-24 08:00:00,40,0.59,0.942,14.067,7.4
S0609,2023-01-23 18:00:00,2023-01-24 08:00:00,60,0.495,0.931,26.207,3.7
S0610,2023-01-23 20:00:00,2023-01-24 06:00:00,75,0.276,0.785,38.141,11.0
S0611,2023-01-23 15:00:00,2023-01-24 09:00:00,82,0.33,0.926,48.836,7.4
S0612,2023-01-23 22:00:00,2023-01-24 07:00:00,60,0.36,0.753,23.6,3.7
S0613,2023-01-23 21:00:00,2023-01-24 04:00:00,40,0.243,0.804,22.442,3.7
S0614,2023-01-23 15:00:00,2023-01-24 09:00:00,82,0.616,0.877,21.411,3.7
S0615,2023-01-23 19:00:00,2023-01-24 05:00:00,50,0.617,0.828,10.557,3.7
S0616,2023-01-23 17:00:00,2023-01-24 07:00:00,40,0.216,0.656,17.613,7.4
S0617,2023-01-23 18:00:00,2023-01-24 06:00:00,60,0.423,0.796,22.352,3.7
S0618,2023-01-23 18:00:00,2023-01-24 07:00:00,40,0.207,0.82,24.539,7.4
S0619,2023-01-23 19:00:00,2023-01-24 07:00:00,82,0.15,0.932,64.086,3.7
S0620,2023-01-23 18:00:00,2023-01-24 09:00:00,75,0.572,0.831,19.49,7.4
S0621,2023-01-23 19:00:00,2023-01-24 06:00:00,75,0.227,0.752,39.428,7.4
S0622,2023-01-23 18:00:00,2023-01-24 08:00:00,60,0.352,0.615,15.756,11.0
S0623,2023-01-23 21:00:00,2023-01-24 08:00:00,75,0.271,0.772,37.587,3.7
S0624,2023-01-23 18:00:00,2023-01-24 06:00:00,60,0.315,0.765,27.002,11.0
S0625,2023-01-23 20:00:00,2023-01-24 06:00:00,75,0.197,0.786,44.189,3.7
S0626,2023-01-23 20:00:00,2023-01-24 06:00:00,60,0.614,0.839,13.501,7.4
S0627,2023-01-23 14:00:00,2023-01-24 06:00:00,40,0.388,0.599,8.442,11.0
S0628,2023-01-23 22:00:00,2023-01-24 07:00:00,60,0.227,0.8,34.382,11.0
S0629,2023-01-23 15:00:00,2023-01-24 09:00:00,82,0.571,0.838,21.963,3.7
S0630,2023-01-23 17:00:00,2023-01-24 05:00:00,82,0.375,0.63,20.879,3.7
S0631,2023-01-23 17:00:00,2023-01-24 09:00:00,75,0.258,0.873,46.104,7.4
S0632,2023-01-24 19:00:00,2023-01-25 06:00:00,75,0.377,0.753,28.192,11.0
S0633,2023-01-24 15:00:00,2023-01-25 06:00:00,40,0.172,0.669,19.848,3.7
S0634,2023-01-24 18:00:00,2023-01-25 07:00:00,50,0.305,0.759,22.694,11.0
S0635,2023-01-24 15:00:00,2023-01-25 08:00:00,75,0.19,0.717,39.547,7.4
S0636,2023-01-24 19:00:00,2023-01-25 08:00:00,50,0.57,0.868,14.887,7.4
S0637,2023-01-24 21:00:00,2023-01-25 08:00:00,82,0.424,0.777,28.879,3.7
S0638,2023-01-24 23:00:00,2023-01-25 06:00:00,82,0.588,0.908,26.241,3.7
S0639,2023-01-24 18:00:00,2023-01-25 04:00:00,60,0.32,0.576,15.318,7.4
S0640,2023-01-24 17:00:00,2023-01-25 06:00:00,75,0.59,0.824,17.497,3.7
S0641,2023-01-24 21:00:00,2023-01-25 06:00:00,40,0.602,0.871,10.767,11.0
S0642,2023-01-24 17:00:00,2023-01-25 09:00:00,60,0.328,0.65,19.322,11.0
S0643,2023-01-24 19:00:00,2023-01-25 08:00:00,50,0.381,0.58,9.928,7.4
S0644,2023-01-24 17:00:00,2023-01-25 08:00:00,40,0.371,0.837,18.64,3.7
S0645,2023-01-24 22:00:00,2023-01-25 06:00:00,75,0.638,0.838,15.024,7.4
S0646,2023-01-24 21:00:00,2023-01-25 05:00:00,60,0.572,0.896,19.434,7.4
S0647,2023-01-24 20:00:00,2023-01-25 05:00:00,40,0.312,0.708,15.847,11.0
S0648,2023-01-24 17:00:00,2023-01-25 06:00:00,40,0.298,0.832,21.374,3.7
S0649,2023-01-24 17:00:00,2023-01-25 07:00:00,50,0.493,0.803,15.473,11.0
S0650,2023-01-24 22:00:00,2023-01-25 08:00:00,75,0.185,0.871,51.478,7.4
S0651,2023-01-24 19:00:00,2023-01-25 08:00:00,75,0.54,0.74,14.984,11.0
S0652,2023-01-24 23:00:00,2023-01-25 07:00:00,60,0.355,0.901,32.748,11.0
S0653,2023-01-24 13:00:00,2023-01-25 09:00:00,50,0.174,0.902,36.406,11.0
S0654,2023-01-24 15:00:00,2023-01-25 09:00:00,82,0.625,0.95,26.666,11.0
S0655,2023-01-25 16:00:00,2023-01-26 02:00:00,60,0.493,0.734,14.407,11.0
S0656,2023-01-25 16:00:00,2023-01-26 06:00:00,40,0.417,0.643,9.043,7.4
S0657,2023-01-25 19:00:00,2023-01-26 06:00:00,75,0.527,0.707,13.511,3.7
S0658,2023-01-25 19:00:00,2023-01-26 08:00:00,50,0.282,0.761,23.942,3.7
S0659,2023-01-25 14:00:00,2023-01-26 09:00:00,82,0.625,0.911,23.482,11.0
S0660,2023-01-25 20:00:00,2023-01-26 10:00:00,75,0.564,0.908,25.795,11.0
S0661,2023-01-25 21:00:00,2023-01-26 05:00:00,40,0.282,0.78,19.956,7.4
S0662,2023-01-25 18:00:00,2023-01-26 05:00:00,50,0.507,0.677,8.518,7.4
S0663,2023-01-25 16:00:00,2023-01-26 07:00:00,40,0.431,0.631,7.987,7.4
S0664,2023-01-25 17:00:00,2023-01-26 04:00:00,60,0.327,0.579,15.091,7.4
S0665,2023-01-25 20:00:00,2023-01-26 07:00:00,40,0.645,0.807,6.47,7.4
S0666,2023-01-25 21:00:00,2023-01-26 07:00:00,40,0.508,0.869,14.434,3.7
S0667,2023-01-25 12:00:00,2023-01-26 07:00:00,82,0.495,0.915,34.413,11.0
S0668,2023-01-25 20:00:00,2023-01-26 04:00:00,82,0.639,0.931,23.89,3.7
S0669,2023-01-25 22:00:00,2023-01-26 06:00:00,60,0.296,0.796,30.004,3.7
S0670,2023-01-25 17:00:00,2023-01-26 07:00:00,40,0.151,0.723,22.868,3.7
S0671,2023-01-25 18:00:00,2023-01-26 04:00:00,82,0.235,0.883,53.147,7.4
S0672,2023-01-25 17:00:00,2023-01-26 02:00:00,50,0.187,0.736,27.442,3.7
S0673,2023-01-25 18:00:00,2023-01-26 08:00:00,50,0.17,0.785,30.765,11.0
S0674,2023-01-25 20:00:00,2023-01-26 06:00:00,82,0.245,0.738,40.448,7.4
S0675,2023-01-25 12:00:00,2023-01-26 08:00:00,50,0.395,0.936,27.056,11.0
S0676,2023-01-25 16:00:00,2023-01-26 05:00:00,82,0.595,0.765,13.885,3.7
S0677,2023-01-25 21:00:00,2023-01-26 06:00:00,50,0.617,0.833,10.828,11.0
S0678,2023-01-25 22:00:00,2023-01-26 08:00:00,40,0.167,0.787,24.815,11.0
S0679,2023-01-26 15:00:00,2023-01-27 05:00:00,75,0.23,0.568,25.346,3.7
S0680,2023-01-26 20:00:00,2023-01-27 07:00:00,40,0.623,0.903,11.188,7.4
S0681,2023-01-26 15:00:00,2023-01-27 08:00:00,50,0.499,0.825,16.345,11.0
S0682,2023-01-26 19:00:00,2023-01-27 09:00:00,75,0.417,0.712,22.141,7.4
S0683,2023-01-26 20:00:00,2023-01-27 07:00:00,40,0.562,0.808,9.823,11.0
S0684,2023-01-26 17:00:00,2023-01-27 06:00:00,75,0.34,0.685,25.862,7.4
S0685,2023-01-26 17:00:00,2023-01-27 06:00:00,60,0.261,0.66,23.949,7.4
S0686,2023-01-26 17:00:00,2023-01-27 05:00:00,75,0.24,0.713,35.422,7.4
S0687,2023-01-26 20:00:00,2023-01-27 09:00:00,50,0.214,0.846,31.584,3.7
S0688,2023-01-26 16:00:00,2023-01-27 08:00:00,50,0.182,0.572,19.491,11.0
S0689,2023-01-26 17:00:00,2023-01-27 07:00:00,82,0.264,0.746,39.538,3.7
S0690,2023-01-26 20:00:00,2023-01-27 08:00:00,60,0.272,0.611,20.346,3.7
S0691,2023-01-26 12:00:00,2023-01-27 06:00:00,60,0.636,0.925,17.369,3.7
S0692,2023-01-26 19:00:00,2023-01-27 07:00:00,40,0.611,0.841,9.203,7.4
S0693,2023-01-26 18:00:00,2023-01-27 06:00:00,82,0.344,0.775,35.385,11.0
S0694,2023-01-26 20:00:00,2023-01-27 07:00:00,60,0.647,0.943,17.766,3.7
S0695,2023-01-26 15:00:00,2023-01-27 09:00:00,82,0.293,0.63,27.591,11.0
S0696,2023-01-26 18:00:00,2023-01-27 08:00:00,50,0.546,0.745,9.955,7.4
S0697,2023-01-26 18:00:00,2023-01-27 06:00:00,50,0.486,0.882,19.778,3.7
S0698,2023-01-26 21:00:00,2023-01-27 12:00:00,75,0.275,0.64,27.398,3.7
S0699,2023-01-26 17:00:00,2023-01-27 08:00:00,82,0.248,0.807,45.829,7.4
S0700,2023-01-27 14:00:00,2023-01-28 08:00:00,60,0.33,0.79,27.631,3.7
S0701,2023-01-27 20:00:00,2023-01-28 06:00:00,82,0.439,0.775,27.553,11.0
S0702,2023-01-27 15:00:00,2023-01-28 06:00:00,82,0.362,0.606,19.993,7.4
S0703,2023-01-27 16:00:00,2023-01-28 11:00:00,82,0.162,0.675,42.084,3.7
S0704,2023-01-27 18:00:00,2023-01-28 08:00:00,60,0.155,0.66,30.293,11.0
S0705,2023-01-27 13:00:00,2023-01-28 05:00:00,50,0.534,0.739,10.256,11.0
S0706,2023-01-27 20:00:00,2023-01-28 06:00:00,60,0.35,0.633,16.937,11.0
S0707,2023-01-27 20:00:00,2023-01-28 06:00:00,60,0.606,0.853,14.851,7.4
S0708,2023-01-27 15:00:00,2023-01-28 07:00:00,40,0.474,0.761,11.502,7.4
S0709,2023-01-27 17:00:00,2023-01-28 02:00:00,82,0.517,0.688,14.008,3.7
S0710,2023-01-27 20:00:00,2023-01-28 08:00:00,82,0.409,0.864,37.258,7.4
S0711,2023-01-27 17:00:00,2023-01-28 06:00:00,40,0.438,0.635,7.897,11.0
S0712,2023-01-27 17:00:00,2023-01-28 09:00:00,82,0.523,0.841,26.027,11.0
S0713,2023-01-27 23:00:00,2023-01-28 07:00:00,60,0.469,0.622,9.186,11.0
S0714,2023-01-27 15:00:00,2023-01-28 08:00:00,50,0.325,0.818,24.677,11.0
S0715,2023-01-27 16:00:00,2023-01-28 07:00:00,60,0.54,0.839,17.981,7.4
S0716,2023-01-27 16:00:00,2023-01-28 06:00:00,40,0.185,0.806,24.843,3.7
S0717,2023-01-27 17:00:00,2023-01-28 07:00:00,82,0.643,0.821,14.623,7.4
S0718,2023-01-27 17:00:00,2023-01-28 08:00:00,82,0.361,0.868,41.561,11.0
S0719,2023-01-27 14:00:00,2023-01-28 07:00:00,75,0.35,0.796,33.495,3.7
S0720,2023-01-27 16:00:00,2023-01-28 07:00:00,50,0.534,0.708,8.686,11.0
S0721,2023-01-27 18:00:00,2023-01-28 07:00:00,50,0.169,0.745,28.809,7.4
S0722,2023-01-27 16:00:00,2023-01-28 06:00:00,40,0.542,0.744,8.061,7.4
S0723,2023-01-28 14:00:00,2023-01-29 06:00:00,60,0.519,0.845,19.526,7.4
S0724,2023-01-28 13:00:00,2023-01-29 09:00:00,50,0.276,0.861,29.25,7.4
S0725,2023-01-28 17:00:00,2023-01-29 10:00:00,40,0.38,0.696,12.623,11.0
S0726,2023-01-28 19:00:00,2023-01-29 10:00:00,60,0.64,0.931,17.469,7.4
S0727,2023-01-28 20:00:00,2023-01-29 09:00:00,50,0.355,0.908,27.675,3.7
S0728,2023-01-28 18:00:00,2023-01-29 09:00:00,75,0.157,0.906,56.14,11.0
S0729,2023-01-28 14:00:00,2023-01-29 09:00:00,60,0.544,0.798,15.287,7.4
S0730,2023-01-28 14:00:00,2023-01-29 10:00:00,40,0.558,0.728,6.822,11.0
S0731,2023-01-28 16:00:00,2023-01-29 13:00:00,40,0.636,0.796,6.365,11.0
S0732,2023-01-28 16:00:00,2023-01-29 11:00:00,82,0.227,0.71,39.596,3.7
S0733,2023-01-28 18:00:00,2023-01-29 09:00:00,75,0.639,0.906,20.036,3.7
S0734,2023-01-28 13:00:00,2023-01-29 09:00:00,82,0.294,0.857,46.192,7.4
S0735,2023-01-28 12:00:00,2023-01-29 09:00:00,50,0.281,0.749,23.385,7.4
S0736,2023-01-28 18:00:00,2023-01-29 10:00:00,40,0.561,0.846,11.376,7.4
S0737,2023-01-28 18:00:00,2023-01-29 09:00:00,75,0.24,0.771,39.811,3.7
S0738,2023-01-28 18:00:00,2023-01-29 10:00:00,75,0.2,0.837,47.774,3.7
S0739,2023-01-28 17:00:00,2023-01-29 08:00:00,82,0.162,0.699,44.087,11.0
S0740,2023-01-28 18:00:00,2023-01-29 09:00:00,60,0.572,0.723,9.003,7.4
S0741,2023-01-28 14:00:00,2023-01-29 12:00:00,50,0.282,0.929,32.358,11.0
S0742,2023-01-28 15:00:00,2023-01-29 10:00:00,82,0.585,0.865,22.967,3.7
S0743,2023-01-28 13:00:00,2023-01-29 10:00:00,75,0.474,0.848,28.066,11.0
S0744,2023-01-28 18:00:00,2023-01-29 06:00:00,50,0.152,0.671,25.992,11.0
S0745,2023-01-28 17:00:00,2023-01-29 11:00:00,82,0.489,0.701,17.38,3.7
S0746,2023-01-28 13:00:00,2023-01-29 08:00:00,82,0.217,0.915,57.242,7.4
S0747,2023-01-28 17:00:00,2023-01-29 05:00:00,50,0.415,0.701,14.304,7.4
S0748,2023-01-28 15:00:00,2023-01-29 07:00:00,50,0.512,0.893,19.059,3.7
S0749,2023-01-28 17:00:00,2023-01-29 07:00:00,40,0.535,0.912,15.09,7.4
S0750,2023-01-28 19:00:00,2023-01-29 08:00:00,50,0.205,0.85,32.252,3.7
S0751,2023-01-28 18:00:00,2023-01-29 06:00:00,60,0.628,0.789,9.622,3.7
S0752,2023-01-28 16:00:00,2023-01-29 11:00:00,50,0.565,0.938,18.665,11.0
S0753,2023-01-28 17:00:00,2023-01-29 07:00:00,75,0.369,0.931,42.136,7.4
S0754,2023-01-29 16:00:00,2023-01-30 07:00:00,40,0.442,0.931,19.584,11.0
S0755,2023-01-29 16:00:00,2023-01-30 09:00:00,40,0.224,0.833,24.382,3.7
S0756,2023-01-29 13:00:00,2023-01-30 08:00:00,75,0.24,0.916,50.687,11.0
S0757,2023-01-29 19:00:00,2023-01-30 09:00:00,40,0.62,0.836,8.658,3.7
S0758,2023-01-29 17:00:00,2023-01-30 10:00:00,60,0.166,0.8,38.025,7.4
S0759,2023-01-29 11:00:00,2023-01-29 12:00:00,50,0.239,0.561,16.144,11.0
S0760,2023-01-29 14:00:00,2023-01-30 10:00:00,40,0.29,0.782,19.688,11.0
S0761,2023-01-29 17:00:00,2023-01-30 10:00:00,75,0.254,0.674,31.532,7.4
S0762,2023-01-29 16:00:00,2023-01-30 11:00:00,40,0.22,0.64,16.783,7.4
S0763,2023-01-29 15:00:00,2023-01-30 12:00:00,82,0.15,0.853,57.596,3.7
S0764,2023-01-29 16:00:00,2023-01-30 11:00:00,82,0.383,0.755,30.498,7.4
S0765,2023-01-29 13:00:00,2023-01-30 08:00:00,50,0.607,0.861,12.671,7.4
S0766,2023-01-29 16:00:00,2023-01-30 08:00:00,60,0.224,0.812,35.248,7.4
S0767,2023-01-29 17:00:00,2023-01-30 10:00:00,60,0.597,0.937,20.403,3.7
S0768,2023-01-29 14:00:00,2023-01-30 08:00:00,75,0.467,0.809,25.714,11.0
S0769,2023-01-29 16:00:00,2023-01-30 09:00:00,40,0.324,0.838,20.544,11.0
S0770,2023-01-29 16:00:00,2023-01-30 08:00:00,40,0.358,0.853,19.782,3.7
S0771,2023-01-29 13:00:00,2023-01-30 11:00:00,75,0.393,0.941,41.102,3.7
S0772,2023-01-29 12:00:00,2023-01-30 08:00:00,40,0.271,0.617,13.866,11.0
S0773,2023-01-29 16:00:00,2023-01-30 09:00:00,40,0.256,0.743,19.494,11.0
S0774,2023-01-29 16:00:00,2023-01-30 06:00:00,60,0.467,0.771,18.25,3.7
S0775,2023-01-29 14:00:00,2023-01-30 09:00:00,40,0.201,0.795,23.751,3.7
S0776,2023-01-29 17:00:00,2023-01-30 09:00:00,60,0.186,0.878,41.518,7.4
S0777,2023-01-29 17:00:00,2023-01-30 11:00:00,75,0.367,0.63,19.718,3.7
S0778,2023-01-29 13:00:00,2023-01-30 09:00:00,75,0.157,0.598,33.034,7.4
S0779,2023-01-29 20:00:00,2023-01-30 12:00:00,50,0.294,0.916,31.101,3.7
S0780,2023-01-29 20:00:00,2023-01-30 07:00:00,75,0.594,0.92,24.45,3.7
S0781,2023-01-29 15:00:00,2023-01-30 10:00:00,75,0.395,0.766,27.791,7.4
S0782,2023-01-29 17:00:00,2023-01-30 09:00:00,40,0.378,0.874,19.86,7.4
S0783,2023-01-29 10:00:00,2023-01-30 08:00:00,60,0.167,0.82,39.177,11.0
S0784,2023-01-29 16:00:00,2023-01-30 06:00:00,40,0.409,0.614,8.186,3.7
S0785,2023-01-29 10:00:00,2023-01-30 08:00:00,60,0.182,0.855,40.359,7.4
S0786,2023-01-29 10:00:00,2023-01-30 07:00:00,50,0.49,0.786,14.801,3.7
S0787,2023-01-30 17:00:00,2023-01-31 08:00:00,60,0.575,0.922,20.831,11.0
S0788,2023-01-30 15:00:00,2023-01-31 07:00:00,82,0.301,0.557,21.059,3.7
S0789,2023-01-30 18:00:00,2023-01-31 08:00:00,82,0.484,0.711,18.652,7.4
S0790,2023-01-30 15:00:00,2023-01-31 07:00:00,75,0.576,0.821,18.445,3.7
S0791,2023-01-30 20:00:00,2023-01-31 09:00:00,82,0.465,0.942,39.136,7.4
S0792,2023-01-30 20:00:00,2023-01-31 07:00:00,82,0.638,0.902,21.588,3.7
S0793,2023-01-30 19:00:00,2023-01-31 04:00:00,50,0.296,0.663,18.37,3.7
S0794,2023-01-30 18:00:00,2023-01-31 06:00:00,40,0.486,0.827,13.625,3.7
S0795,2023-01-30 18:00:00,2023-01-31 04:00:00,82,0.445,0.825,31.177,11.0
S0796,2023-01-30 19:00:00,2023-01-31 09:00:00,60,0.324,0.718,23.646,3.7
S0797,2023-01-30 19:00:00,2023-01-31 04:00:00,82,0.403,0.687,23.251,11.0
S0798,2023-01-30 19:00:00,2023-01-31 06:00:00,82,0.57,0.934,29.903,3.7
S0799,2023-01-30 20:00:00,2023-01-31 07:00:00,50,0.268,0.908,31.999,7.4
S0800,2023-01-30 21:00:00,2023-01-31 09:00:00,40,0.507,0.928,16.865,11.0
S0801,2023-01-30 18:00:00,2023-01-31 06:00:00,75,0.456,0.874,31.363,7.4
S0802,2023-01-30 23:00:00,2023-01-31 06:00:00,50,0.452,0.881,21.433,7.4
S0803,2023-01-30 18:00:00,2023-01-31 07:00:00,50,0.564,0.74,8.784,3.7
S0804,2023-01-30 16:00:00,2023-01-31 08:00:00,75,0.46,0.658,14.919,11.0
S0805,2023-01-30 20:00:00,2023-01-31 07:00:00,75,0.327,0.878,41.352,11.0
S0806,2023-01-30 17:00:00,2023-01-31 08:00:00,60,0.56,0.741,10.84,7.4
S0807,2023-01-30 19:00:00,2023-01-31 06:00:00,40,0.604,0.8,7.848,11.0
S0808,2023-01-30 15:00:00,2023-01-31 10:00:00,50,0.291,0.931,32.037,3.7
S0809,2023-01-30 20:00:00,2023-01-31 07:00:00,50,0.427,0.607,8.997,3.7
S0810,2023-01-30 19:00:00,2023-01-31 05:00:00,40,0.277,0.719,17.684,7.4
S0811,2023-01-31 19:00:00,2023-02-01 04:00:00,50,0.506,0.827,16.025,7.4
S0812,2023-01-31 16:00:00,2023-02-01 08:00:00,40,0.275,0.717,17.672,11.0
S0813,2023-01-31 15:00:00,2023-02-01 07:00:00,50,0.565,0.944,18.969,7.4
S0814,2023-01-31 18:00:00,2023-02-01 08:00:00,50,0.416,0.643,11.367,11.0
S0815,2023-01-31 18:00:00,2023-02-01 09:00:00,40,0.186,0.864,27.132,7.4
S0816,2023-01-31 17:00:00,2023-02-01 08:00:00,60,0.629,0.927,17.911,3.7
S0817,2023-01-31 17:00:00,2023-02-01 04:00:00,75,0.333,0.791,34.312,3.7
S0818,2023-01-31 20:00:00,2023-02-01 07:00:00,40,0.241,0.602,14.441,11.0
S0819,2023-01-31 15:00:00,2023-02-01 07:00:00,82,0.272,0.868,48.928,7.4
S0820,2023-01-31 20:00:00,2023-02-01 08:00:00,40,0.323,0.558,9.379,7.4
S0821,2023-01-31 17:00:00,2023-02-01 06:00:00,75,0.597,0.927,24.77,3.7
S0822,2023-01-31 18:00:00,2023-02-01 09:00:00,75,0.176,0.848,50.445,3.7
S0823,2023-01-31 14:00:00,2023-02-01 04:00:00,40,0.635,0.885,10.026,11.0
S0824,2023-01-31 17:00:00,2023-02-01 06:00:00,60,0.455,0.658,12.186,11.0
S0825,2023-01-31 20:00:00,2023-02-01 07:00:00,40,0.294,0.925,25.234,3.7
S0826,2023-01-31 17:00:00,2023-02-01 07:00:00,75,0.43,0.649,16.456,7.4
S0827,2023-01-31 22:00:00,2023-02-01 07:00:00,82,0.54,0.909,30.186,11.0
S0828,2023-01-31 17:00:00,2023-02-01 07:00:00,82,0.65,0.9,20.563,3.7
S0829,2023-01-31 17:00:00,2023-02-01 08:00:00,60,0.4,0.733,19.933,11.0
S0830,2023-01-31 14:00:00,2023-02-01 09:00:00,60,0.278,0.795,31.062,7.4
S0831,2023-01-31 19:00:00,2023-02-01 07:00:00,50,0.45,0.699,12.47,11.0
S0832,2023-01-31 14:00:00,2023-02-01 07:00:00,82,0.441,0.651,17.255,11.0
S0833,2023-01-31 23:00:00,2023-02-01 08:00:00,40,0.158,0.758,23.987,11.0
S0834,2023-01-31 15:00:00,2023-02-01 04:00:00,40,0.202,0.571,14.768,7.4
S0835,2023-02-01 21:00:00,2023-02-02 08:00:00,40,0.216,0.836,24.778,11.0
S0836,2023-02-01 17:00:00,2023-02-02 08:00:00,60,0.394,0.692,17.913,11.0
S0837,2023-02-01 16:00:00,2023-02-02 08:00:00,60,0.191,0.793,36.086,7.4
S0838,2023-02-01 19:00:00,2023-02-02 08:00:00,82,0.311,0.649,27.689,3.7
S0839,2023-02-01 17:00:00,2023-02-02 06:00:00,60,0.233,0.761,31.691,3.7
S0840,2023-02-01 23:00:00,2023-02-02 06:00:00,40,0.258,0.576,12.75,3.7
S0841,2023-02-01 21:00:00,2023-02-02 06:00:00,82,0.376,0.755,31.05,11.0
S0842,2023-02-01 16:00:00,2023-02-02 06:00:00,50,0.234,0.829,29.791,11.0
S0843,2023-02-01 18:00:00,2023-02-02 10:00:00,40,0.422,0.852,17.183,7.4
S0844,2023-02-01 18:00:00,2023-02-02 08:00:00,60,0.587,0.829,14.53,7.4
S0845,2023-02-01 19:00:00,2023-02-02 09:00:00,75,0.507,0.911,30.312,7.4
S0846,2023-02-01 20:00:00,2023-02-02 08:00:00,50,0.177,0.789,30.584,3.7
S0847,2023-02-01 16:00:00,2023-02-02 07:00:00,40,0.446,0.886,17.602,11.0
S0848,2023-02-01 15:00:00,2023-02-02 05:00:00,82,0.583,0.797,17.583,3.7
S0849,2023-02-01 20:00:00,2023-02-02 04:00:00,60,0.438,0.799,21.676,11.0
S0850,2023-02-01 18:00:00,2023-02-02 06:00:00,50,0.16,0.778,30.899,7.4
S0851,2023-02-01 18:00:00,2023-02-02 07:00:00,82,0.649,0.878,18.815,11.0
S0852,2023-02-01 20:00:00,2023-02-02 07:00:00,50,0.322,0.734,20.612,7.4
S0853,2023-02-01 20:00:00,2023-02-02 07:00:00,60,0.638,0.934,17.753,7.4
S0854,2023-02-01 17:00:00,2023-02-02 09:00:00,40,0.155,0.821,26.649,3.7
S0855,2023-02-01 17:00:00,2023-02-02 07:00:00,60,0.551,0.736,11.082,7.4
S0856,2023-02-01 23:00:00,2023-02-02 09:00:00,50,0.277,0.894,30.844,11.0
S0857,2023-02-01 15:00:00,2023-02-02 06:00:00,75,0.196,0.74,40.803,3.7
S0858,2023-02-01 15:00:00,2023-02-02 05:00:00,50,0.359,0.935,28.824,7.4
S0859,2023-02-01 19:00:00,2023-02-02 08:00:00,82,0.595,0.798,16.601,3.7
S0860,2023-02-01 15:00:00,2023-02-02 05:00:00,75,0.349,0.635,21.47,7.4
S0861,2023-02-01 17:00:00,2023-02-02 05:00:00,50,0.457,0.917,22.965,11.0
S0862,2023-02-01 14:00:00,2023-02-02 06:00:00,75,0.412,0.778,27.389,11.0
S0863,2023-02-01 17:00:00,2023-02-02 05:00:00,75,0.63,0.855,16.92,11.0
S0864,2023-02-01 20:00:00,2023-02-02 08:00:00,60,0.436,0.912,28.535,3.7
S0865,2023-02-01 19:00:00,2023-02-02 07:00:00,60,0.309,0.908,35.916,3.7
S0866,2023-02-01 15:00:00,2023-02-02 08:00:00,50,0.287,0.842,27.747,7.4
S0867,2023-02-01 16:00:00,2023-02-02 07:00:00,82,0.406,0.837,35.293,11.0
S0868,2023-02-01 20:00:00,2023-02-02 05:00:00,40,0.258,0.632,14.973,11.0
S0869,2023-02-01 19:00:00,2023-02-02 08:00:00,40,0.157,0.691,21.349,7.4
